panel_id	country_iso3	country_name	analysis_role	prior_component	layer_name	from_age_group	to_age_group	contact_rate	prior_status	source_name	source_url	source_file	source_access_mode	source_canonicality	value_or_family	usable_for_full_mechanistic	notes
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	0-1	0-1	0.09141063271039206	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	0-1	1-4	0.4939117590036668	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	0-1	15+	2.579346906232963	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	0-1	5-14	0.37874754300236935	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	1-4	0-1	0.09141063271039206	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	1-4	1-4	0.49391175900366685	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	1-4	15+	2.5793469062329635	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	1-4	5-14	0.3787475430023693	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	15+	0-1	0.015165917115012707	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	15+	1-4	0.0819447866957841	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	15+	15+	5.03131786273679	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	15+	5-14	0.3017412981521798	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	5-14	0-1	0.027954361643241457	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	5-14	1-4	0.15104356595781848	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	5-14	15+	2.246019060230097	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
matrix_cell	CHN	China	high_risk_control	contact_matrix	community	5-14	5-14	1.751857420082336	available_epydemix_prem_2017_with_infant_split_assumption	epydemix-data v1.1.0	https://raw.githubusercontent.com/epistorm/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	modules/public_health/inputs/raw/epydemix-data/v1.1.0/data/China/contact_matrices/prem_2017/contacts_matrix_community.csv	pinned_local_snapshot	canonical_pinned_snapshot	prem_2017	true	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
