country_iso3	country_name	comparison_pre_epoch_id	comparison_post_epoch_id	dropped_epoch_id	dropped_year	dropped_share_of_epoch_interpretable	dropped_share_of_epoch_disrupted	baseline_naive_delta	baseline_naive_sign	leave_one_year_naive_delta	leave_one_year_naive_sign	naive_sign_changed	baseline_ipw_delta	baseline_ipw_sign	leave_one_year_ipw_delta	leave_one_year_ipw_sign	ipw_sign_changed	absolute_naive_delta_change	absolute_ipw_delta_change
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_ap_with_prn	2000	0.12	0.25	-0.2953846153846154	decrease	-0.3426573426573427	decrease	False	-0.2753189030039017	decrease	-0.33332283077709784	decrease	False	0.0472727272727273	0.05800392777319613
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_ap_with_prn	2002	0.12	0.25	-0.2953846153846154	decrease	-0.3426573426573427	decrease	False	-0.2753189030039017	decrease	-0.38836853730740833	decrease	False	0.0472727272727273	0.11304963430350662
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_ap_with_prn	2004	0.08	0.0	-0.2953846153846154	decrease	-0.2675585284280937	decrease	False	-0.2753189030039017	decrease	-0.22646648027909444	decrease	False	0.027826086956521723	0.048852422724807276
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_ap_with_prn	2006	0.04	0.0	-0.2953846153846154	decrease	-0.2820512820512821	decrease	False	-0.2753189030039017	decrease	-0.24487821086240635	decrease	False	0.013333333333333308	0.030440692141495362
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_ap_with_prn	2007	0.04	0.125	-0.2953846153846154	decrease	-0.32371794871794873	decrease	False	-0.2753189030039017	decrease	-0.33210906579105726	decrease	False	0.02833333333333332	0.05679016278715554
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_ap_with_prn	2008	0.12	0.0	-0.2953846153846154	decrease	-0.2517482517482518	decrease	False	-0.2753189030039017	decrease	-0.24841949608806846	decrease	False	0.04363636363636364	0.026899406915833257
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_ap_with_prn	2009	0.04	0.0	-0.2953846153846154	decrease	-0.2820512820512821	decrease	False	-0.2753189030039017	decrease	-0.2663479131874848	decrease	False	0.013333333333333308	0.008970989816416919
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_ap_with_prn	2010	0.08	0.0	-0.2953846153846154	decrease	-0.2675585284280937	decrease	False	-0.2753189030039017	decrease	-0.2571312967290279	decrease	False	0.027826086956521723	0.018187606274873813
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_ap_with_prn	2011	0.12	0.125	-0.2953846153846154	decrease	-0.29720279720279724	decrease	False	-0.2753189030039017	decrease	-0.265727133169551	decrease	False	0.0018181818181818299	0.009591769834350727
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_ap_with_prn	2012	0.04	0.0	-0.2953846153846154	decrease	-0.2820512820512821	decrease	False	-0.2753189030039017	decrease	-0.2664801931098688	decrease	False	0.013333333333333308	0.008838709894032903
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_ap_with_prn	2013	0.04	0.0	-0.2953846153846154	decrease	-0.2820512820512821	decrease	False	-0.2753189030039017	decrease	-0.2665214389325232	decrease	False	0.013333333333333308	0.008797464071378491
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_ap_with_prn	2014	0.04	0.0	-0.2953846153846154	decrease	-0.2820512820512821	decrease	False	-0.2753189030039017	decrease	-0.2296746988801165	decrease	False	0.013333333333333308	0.045644204123785226
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_ap_with_prn	2015	0.04	0.0	-0.2953846153846154	decrease	-0.2820512820512821	decrease	False	-0.2753189030039017	decrease	-0.2673494908345539	decrease	False	0.013333333333333308	0.007969412169347823
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_ap_with_prn	2024	0.08	0.25	-0.2953846153846154	decrease	-0.3545150501672241	decrease	False	-0.2753189030039017	decrease	-0.29277028789232346	decrease	False	0.05913043478260871	0.01745138488842174
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_wp_only	1971	0.153846	0.125	-0.2953846153846154	decrease	-0.31636363636363635	decrease	False	-0.2753189030039017	decrease	-0.2949758151318679	decrease	False	0.020979020979020935	0.019656912127966164
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_wp_only	1974	0.076923	0.0	-0.2953846153846154	decrease	-0.3466666666666666	decrease	False	-0.2753189030039017	decrease	-0.3119764507713796	decrease	False	0.05128205128205121	0.03665754776747787
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_wp_only	1977	0.153846	0.125	-0.2953846153846154	decrease	-0.31636363636363635	decrease	False	-0.2753189030039017	decrease	-0.29569542587089304	decrease	False	0.020979020979020935	0.02037652286699132
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_wp_only	1978	0.076923	0.125	-0.2953846153846154	decrease	-0.26333333333333336	decrease	False	-0.2753189030039017	decrease	-0.24964395874678125	decrease	False	0.03205128205128205	0.02567494425712047
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_wp_only	1989	0.153846	0.25	-0.2953846153846154	decrease	-0.2254545454545454	decrease	False	-0.2753189030039017	decrease	-0.22070102415467374	decrease	False	0.06993006993007	0.054617878849227974
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_wp_only	1990	0.076923	0.125	-0.2953846153846154	decrease	-0.26333333333333336	decrease	False	-0.2753189030039017	decrease	-0.24513842016620657	decrease	False	0.03205128205128205	0.030180482837695144
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_wp_only	1995	0.230769	0.25	-0.2953846153846154	decrease	-0.27999999999999997	decrease	False	-0.2753189030039017	decrease	-0.22931829729231434	decrease	False	0.015384615384615441	0.04600060571158737
AUS	Australia	aus_wp_only	aus_ap_with_prn	aus_wp_only	1996	0.076923	0.0	-0.2953846153846154	decrease	-0.3466666666666666	decrease	False	-0.2753189030039017	decrease	-0.3343436889299969	decrease	False	0.05128205128205121	0.05902478592609517
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	jpn_ap_without_prn	2012	0.035714	0.0	-0.14596273291925466	decrease	-0.143317230273752	decrease	False	-0.45101100381229686	decrease	-0.45024404119890843	decrease	False	0.0026455026455026454	0.0007669626133884333
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	jpn_ap_without_prn	2015	0.035714	0.0	-0.14596273291925466	decrease	-0.143317230273752	decrease	False	-0.45101100381229686	decrease	-0.45025446120368157	decrease	False	0.0026455026455026454	0.000756542608615296
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	jpn_ap_without_prn	2016	0.035714	0.0	-0.14596273291925466	decrease	-0.143317230273752	decrease	False	-0.45101100381229686	decrease	-0.4502577101774991	decrease	False	0.0026455026455026454	0.0007532936347977581
