scope	mechanism_group	n_genomes	n_unique_events	dominant_prn_event_id	dominant_event_count	dominant_event_share	top3_share	top5_share	hhi	shannon_entropy	effective_number	gini	null_draws	null_model	null_dominant_event_share_mean	null_dominant_event_share_p_ge_observed	null_top3_share_mean	null_top3_share_p_ge_observed	null_effective_number_mean	null_effective_number_p_le_observed	null_gini_mean	null_gini_p_ge_observed	stratum_definition	n_strata	dominant_event_stratum_count	dominant_event_stratum_share	top3_event_stratum_share	null_dominant_event_stratum_share_mean	null_dominant_event_stratum_share_p_ge_observed	null_top3_event_stratum_share_mean	null_top3_event_stratum_share_p_ge_observed	notes
overall	all	617	15	prn_evt_coding_disrupted_is481__is481__gap1043	370	0.5996758508914101	0.8816855753646677	0.9627228525121555	0.4066180005201097	1.29192339164165	3.63978055098988	0.8097244732576986	5000	equal_probability_multinomial_over_observed_unique_events	0.08515559157212318	0.0	0.24147649918962724	0.0	14.832717215541487	0.0	0.08139703943814154	0.0										interpretable_disrupted_genomes_only;baseline_equal_probability_null_over_observed_event_catalogue
overall	all	617	15	prn_evt_coding_disrupted_is481__is481__gap1043	370	0.5996758508914101	0.8816855753646677	0.9627228525121555	0.4066180005201097	1.29192339164165	3.63978055098988	0.8097244732576986	5000	mutational_accessibility_weighted_multinomial	0.19212350081037277	0.0	0.42306126418152346	0.0	12.439894705167909	0.0	0.33196365207995676	0.0										interpretable_disrupted_genomes_only;approximate_accessibility_weights:IS481_hotspot_high,rearrangement_intermediate,other_low
overall	all	617	15	prn_evt_coding_disrupted_is481__is481__gap1043	370	0.5996758508914101	0.8816855753646677	0.9627228525121555	0.4066180005201097	1.29192339164165	3.63978055098988	0.8097244732576986	5000	lineage_or_ST_presence_permutation_preserving_event_burden									lineage_or_st_stratum	11.0	8.0	0.7272727272727273	1.0	0.9810363636363636	1.0	0.9991454545454544	0.9906	event_labels_permuted_across_fixed_lineage_or_ST_strata;tests_independent_reuse_not_genome_burden
overall	all	617	15	prn_evt_coding_disrupted_is481__is481__gap1043	370	0.5996758508914101	0.8816855753646677	0.9627228525121555	0.4066180005201097	1.29192339164165	3.63978055098988	0.8097244732576986	5000	country_year_presence_permutation_preserving_event_burden									country_year_stratum	59.0	32.0	0.5423728813559322	0.9830508474576272	0.7621084745762712	1.0	0.9388067796610169	0.1062	event_labels_permuted_across_fixed_country_year_strata;tests_sampling_burst_robustness_not_genome_burden
mechanism_group	IS481	382	5	prn_evt_coding_disrupted_is481__is481__gap1043	370	0.9685863874345549	0.9947643979057592	1.0	0.93857076286286	0.17339621071246142	1.1893372398987156	0.7790575916230367	5000	equal_probability_multinomial_over_observed_unique_events	0.22704554973821992	0.0	0.6378638743455498	0.0	4.973611304840834	0.0	0.05182157068062828	0.0										interpretable_disrupted_genomes_only;baseline_equal_probability_null_over_observed_event_catalogue
mechanism_group	IS481	382	5	prn_evt_coding_disrupted_is481__is481__gap1043	370	0.9685863874345549	0.9947643979057592	1.0	0.93857076286286	0.17339621071246142	1.1893372398987156	0.7790575916230367	5000	mutational_accessibility_weighted_multinomial	0.33295078534031414	0.0	0.7336041884816754	0.0	4.675819254162903	0.0	0.1959344502617801	0.0										interpretable_disrupted_genomes_only;approximate_accessibility_weights:IS481_hotspot_high,rearrangement_intermediate,other_low
mechanism_group	IS481	382	5	prn_evt_coding_disrupted_is481__is481__gap1043	370	0.9685863874345549	0.9947643979057592	1.0	0.93857076286286	0.17339621071246142	1.1893372398987156	0.7790575916230367	5000	lineage_or_ST_presence_permutation_preserving_event_burden									lineage_or_st_stratum	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	event_labels_permuted_across_fixed_lineage_or_ST_strata;tests_independent_reuse_not_genome_burden
mechanism_group	IS481	382	5	prn_evt_coding_disrupted_is481__is481__gap1043	370	0.9685863874345549	0.9947643979057592	1.0	0.93857076286286	0.17339621071246142	1.1893372398987156	0.7790575916230367	5000	country_year_presence_permutation_preserving_event_burden									country_year_stratum	26.0	26.0	1.0	1.0	0.9924076923076922	0.8188	0.9988076923076922	0.9692	event_labels_permuted_across_fixed_country_year_strata;tests_sampling_burst_robustness_not_genome_burden
mechanism_group	inversion/rearrangement	175	3	prn_evt_rearrangement__within_contig__cov58	109	0.6228571428571429	1.0	1.0	0.5259428571428572	0.6922597356024107	1.9982258974105636	0.4114285714285715	5000	equal_probability_multinomial_over_observed_unique_events	0.3709051428571428	0.0	1.0	0.964	2.9824538844824033	0.0	0.049880380952380954	0.0										interpretable_disrupted_genomes_only;baseline_equal_probability_null_over_observed_event_catalogue
mechanism_group	inversion/rearrangement	175	3	prn_evt_rearrangement__within_contig__cov58	109	0.6228571428571429	1.0	1.0	0.5259428571428572	0.6922597356024107	1.9982258974105636	0.4114285714285715	5000	mutational_accessibility_weighted_multinomial	0.3704582857142857	0.0	1.0	0.9658	2.9828432235175684	0.0	0.049203809523809525	0.0										interpretable_disrupted_genomes_only;approximate_accessibility_weights:IS481_hotspot_high,rearrangement_intermediate,other_low
